University,services,website
Berkeley College of New York City,Financial aid counseling; Personal counseling; Placement services for graduates; Career counseling; Employment services for undergraduates; Veteran's counselor; Alcohol/substance abuse counseling; Adult (re-entering) student services/programs,www.berkeleycollege.edu 
Fox College,Career counseling; Financial aid counseling; Placement services for graduates,www.foxcollege.edu 
Westwood College: O'Hare Airport,Minority students services; Women's services; Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.westwood.edu/locations/illinois/ohare-airport-campus 
Bryant & Stratton College: Rochester,Personal counseling; Placement services for graduates; Career counseling; Financial aid counseling,www.bryantstratton.edu 
Baptist Bible College,Chaplain/spiritual director; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Veteran's counselor,www.gobbc.edu 
Yeshivath Beth Moshe,,
New Orleans Baptist Theological Seminary,,www.nobts.edu 
Tarleton State University,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Alcohol/substance abuse counseling; Chaplain/spiritual director; Adult (re-entering) student services/programs; Economically disadvantaged students services,www.tarleton.edu 
Temple College,Career counseling; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.templejc.edu 
ITT Technical Institute: Austin,Career counseling; Employment services for undergraduates; Placement services for graduates,www.itt-tech.edu 
Texarkana College,Career counseling; Employment services for undergraduates; Personal counseling; Veteran's counselor; Financial aid counseling; Alcohol/substance abuse counseling; Placement services for graduates,www.texarkanacollege.edu 
Texas Christian University,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services; Economically disadvantaged students services; Adult (re-entering) student services/programs,www.tcu.edu 
Texas College,Career counseling; Health services; Personal counseling; Chaplain/spiritual director; Financial aid counseling; Adult (re-entering) student services/programs; Employment services for undergraduates,www.texascollege.edu 
Texas A&M University-Kingsville,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Financial aid counseling; Women's services,www.tamuk.edu 
Texas Lutheran University,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Veteran's counselor,www.tlu.edu 
Texas Southern University,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Chaplain/spiritual director; Alcohol/substance abuse counseling,www.tsu.edu 
Southern Arkansas University Tech,Career counseling; Financial aid counseling; Personal counseling; Placement services for graduates; Veteran's counselor; Economically disadvantaged students services; Chaplain/spiritual director; Employment services for undergraduates; On-campus daycare; Adult (re-entering) student services/programs; Alcohol/substance abuse counseling; Minority students services; Health services,www.sautech.edu 
Southwestern Christian College,Career counseling; Personal counseling; Financial aid counseling,www.swcc.edu 
